302fe55481fda580c332f41574c4d231|فَلَا عَجَبَ إِذَا أَنْصَت أَصْحَابُهُ إِلَى أَسْمَارِهِ الْمُعْجِبَةِ
2062ff6a6e73ea17586e86730fa6c9c2|الَّتِي كَانَ يَقُصُّهَا عَلَيْهِم، لِيُحَبِّبَ إِلَيْهِمُ الْفَضِيلَةَ
0db1d2791fc3731bcddece672ecce6ab|وَالْأَخْذِ بِالشَّرَائِعِ الْقَوِيمَةِ الَّتِي يَدِينُ بِهَا أَفَاضِلُ النَّاسِ
afec8478c85f4ed0c9657c60880b30aa|وَتَثْقِيفِهِمْ بِتِلْكَ الْقِصَصِ وَالْأَحَادِيثِ الطَّرِيفَةِ
bb2c1ea6c63a9cbf556b523e6d5065f3|وَنَسْمُوَ إِلَى مَرْتَبَةِ الْأَخْيَارِ مِنْ أَبْنَاءِ آدَمَ الْأَكْرَمِينَ
6ca0f52183abca41c4444db26085c635|لَمْ يَكَدْ يَسِيرُ خُطُوَاتٍ يَسِيرَةً، حَتَّى رَأَى أَمَامَهُ فُرْصَةً سَانِحَةً لِتَحْقِيقِ أُمْنِيَّتِهِ
bb8870d5a26a3782444a66f8b2ed568c|كَانَ أَحَدُ الصَّيَّادِينَ قَدِ اصْطَادَ سَبْعَ سَمَكَاتٍ كَبِيرَةً حَمْرَاءَ
f19c1ca47ca5a156752c21099eba8721|سَلَكَهَا الصَّيَّادُ فِي خَيْطٍ دَقِيقٍ، وَدَفَنَهَا فِي الرَّمْلِ، وَعَادَ أَدْرَاجَهُ
eb73753347d113d4746ce714ca357ce5|هَا! هَا! لَقَدْ تَهَيَّأَ لِي طَعَامِي، وَظَفِرْتُ بِمَا أَبْغِي مِنَ الزَّادِ
1128486b201840ad77745d11f1e9ba48|لَكِنَّنِي جَدِيرٌ أَلَّا أَقْتَرِفَ إِثْمًا فِي هَذَا الْيَوْمِ الْمُبَارَكِ الْكَرِيمِ
aacacdeb894dce7ec0f2f72b4849394f|وَلَنْ يَصِحَّ لِي صِيَامٌ إِذَا أَبَحْتُ لِنَفْسِي سَرِقَةَ هَذَا السَّمَكِ اللَّذِيذِ، فَمَاذَا أَصْنَعُ؟
904f33687f88aeb7ccd8bc53ef08b550|وَأَعْمَلَ ذَكَاءَهُ حَتَّى اهْتَدَى إِلَى وَجْهٍ مِنْ وُجُوهِ الْحِيلَةِ
8e094996929294590712650a175da1c5|يَخْدَعُ نَفْسَهُ فِي اقْتِرَافِ هَذَا الْجُرْمِ الشَّنِيعِ
44958264bac2858ddbc5531bb8cb2f48|فَنَادَى بِصَوْتٍ خَافِتٍ حَتَّى لَا يَسْمَعَ نِدَاءَهُ أَحَدٌ
d57183f99735ef0e59cfdfb464dda7a0|لِأَنَّ صَوْتَهُ الْخَافِتَ لَمْ يَكَدْ يَبْلُغُ أُذُنَيْهِ، فَكَيْفَ يَسْمَعُهُ غَيْرُهُ؟
2eaa7ae6e43f4d911e6c98d3501e1a99|وَمَرَّتْ أَشْبَاهُ هَذِهِ الْفِكْرَةِ الْخَاطِئَةِ بِخَاطِرَيْ
f80ff669249e4b7a3fd751fed01ac1f3|اهْتَدَى إِلَى عَظَاءَةٍ مَطْبُوخَةٍ، وَإِلَى جَانِبِهَا جَرَّةٌ مَمْلُوءَةٌ لَبَنًا خَاثِرًا
daf28f3a3c97875d0f4ccfdc1e67ad1c|اكْتَفَى بِالذَّهَابِ إِلَى شَجَرَةٍ مِنْ أَشْجَارِ الْمَنْجُو فَتَسَلَّقَهَا
18ff39af7e634b0854a4c40692c281cb|ظَلَّ يَجُولُ فِيهَا لِيَشَمَّ رَائِحَةَ الْحَشَائِشِ النَّدِيَّةِ
999fbc8ae2cffdfd51d9a13bd5bb6c06|قَدْ صُمْتُ نَهَارِي كُلَّهُ، وَاشْتَدَّ بِيَ الْجُوعُ حَتَّى أَعْجَزَنِي عَنِ الصَّلَاةِ وَالْعِبَادَةِ
e6b1ae6d1b5f1f9666fe79555c02667d|قَدْ بَحَثْتُ جَاهِدًا عَنْ طَعَامٍ آكُلُهُ، بَيَاضَ نَهَارِي، فَلَمْ أَظْفَرْ بِطَائِلٍ.
3aa03d8787f6bdf2c2823ef8f68bafcb|أَضَعُ نَفْسِي رَهْنَ إِشَارَتِكَ؛ لِتَذْبَحَنِي، وَتَسْلَخَ جِلْدِي
30b6fdc67d8268d8816b7949b6a51067|وَلَكِنَّنِي رَجُلٌ نَاسِكٌ، لَمْ أَتَعَوَّدْ ذَبْحَ أَيِّ حَيَوَانٍ طُولَ حَيَاتِي
ddc0cae4aacd60c221e4888e8a519693|حَتَّى يَنْضَجَ لَحْمِي وَيَنْشَوِيَ، فَتَأْكُلَهُ سَائِغًا هَنِيئًا
b4ce9da1face7b49c33f55e951250d62|مَا بَالُ هَذِهِ النَّارِ الْعَجِيبَةِ لَمْ تُحْرِقْنِي، وَلَمْ تَمَسَّنِي بِأَقَلِّ سُوءٍ؟
a5bac57ce2a2e02aab019afb984b9cea|أَيُّهَا النَّاسِكُ الْكَرِيمُ فَإِنَّ هَذِهِ النَّارَ الْمُلْتَهِبَةَ الْمُتَأَجِّجَةَ
608604e17f460bee17055cc2f7a2af10|يَا لَلْعَجَبِ! حَتَّى شَعَرَاتُ شَارِبَيَّ الطَّوِيلَةُ لَمْ تَمَسَّهَا النَّارُ بِسُوءٍ!
ed3ca9f19ef1d5074313519767b2efb6|وَجَدْتُ مِنْ ثَبَاتِكَ وَإِصْرَارِكَ عَلَى عَهْدِكَ، مَا مَلَأَنِي إِعْجَابًا
64e6263e5f441dae00fbd6179dd688dc|انْطَبَعَ جِلْدُهُ عَلَى صَفْحَةِ الْقَمَرِ الْفِضِّيَّةِ اللَّامِعَةِ
